ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A3HGF_006_Line_Y_500m,MOD17A3HGF_006_Sample_X_500m,MOD17A3HGF_006_Npp_500m,MOD17A3HGF_006_Npp_QC_500m,MOD17A3HGF_006_Npp_QC_500m_bitmask,MOD17A3HGF_006_Npp_QC_500m_ContinuousLayer,MOD17A3HGF_006_Npp_QC_500m_ContinuousLayer_Description
LENO,31.85388,-88.16122,2014-01-01,h10v05,1955.0,1227.0,32763.0,251.0,0b11111011,0b0,Continuous
LENO,31.85388,-88.16122,2015-01-01,h10v05,1955.0,1227.0,32763.0,251.0,0b11111011,0b0,Continuous
LENO,31.85388,-88.16122,2016-01-01,h10v05,1955.0,1227.0,32763.0,251.0,0b11111011,0b0,Continuous
LENO,31.85388,-88.16122,2017-01-01,h10v05,1955.0,1227.0,32763.0,251.0,0b11111011,0b0,Continuous
LENO,31.85388,-88.16122,2018-01-01,h10v05,1955.0,1227.0,32763.0,251.0,0b11111011,0b0,Continuous
LENO,31.85388,-88.16122,2019-01-01,h10v05,1955.0,1227.0,32763.0,251.0,0b11111011,0b0,Continuous
MLBS,37.37828,-80.52484,2005-01-01,h11v05,629.0,1442.0,0.7644,41.0,0b00101001,0b0,Continuous
MLBS,37.37828,-80.52484,2006-01-01,h11v05,629.0,1442.0,0.8296,39.0,0b00100111,0b0,Continuous
MLBS,37.37828,-80.52484,2007-01-01,h11v05,629.0,1442.0,0.6154,28.0,0b00011100,0b0,Continuous
MLBS,37.37828,-80.52484,2008-01-01,h11v05,629.0,1442.0,0.8074,25.0,0b00011001,0b0,Continuous
MLBS,37.37828,-80.52484,2009-01-01,h11v05,629.0,1442.0,0.9379,32.0,0b00100000,0b0,Continuous
MLBS,37.37828,-80.52484,2010-01-01,h11v05,629.0,1442.0,0.779,46.0,0b00101110,0b0,Continuous
MLBS,37.37828,-80.52484,2011-01-01,h11v05,629.0,1442.0,0.767,38.0,0b00100110,0b0,Continuous
MLBS,37.37828,-80.52484,2012-01-01,h11v05,629.0,1442.0,0.8033,41.0,0b00101001,0b0,Continuous
MLBS,37.37828,-80.52484,2013-01-01,h11v05,629.0,1442.0,0.9448,47.0,0b00101111,0b0,Continuous
MLBS,37.37828,-80.52484,2014-01-01,h11v05,629.0,1442.0,0.8836,35.0,0b00100011,0b0,Continuous
MLBS,37.37828,-80.52484,2015-01-01,h11v05,629.0,1442.0,0.8181,43.0,0b00101011,0b0,Continuous
MLBS,37.37828,-80.52484,2016-01-01,h11v05,629.0,1442.0,0.8269,33.0,0b00100001,0b0,Continuous
MLBS,37.37828,-80.52484,2017-01-01,h11v05,629.0,1442.0,0.9209,29.0,0b00011101,0b0,Continuous
MLBS,37.37828,-80.52484,2018-01-01,h11v05,629.0,1442.0,0.8425,24.0,0b00011000,0b0,Continuous
MLBS,37.37828,-80.52484,2019-01-01,h11v05,629.0,1442.0,0.7887,25.0,0b00011001,0b0,Continuous
MOAB,38.24833,-109.38827,2005-01-01,h09v05,420.0,982.0,0.1783,11.0,0b00001011,0b0,Continuous
MOAB,38.24833,-109.38827,2006-01-01,h09v05,420.0,982.0,0.1325,13.0,0b00001101,0b0,Continuous
MOAB,38.24833,-109.38827,2007-01-01,h09v05,420.0,982.0,0.1568,9.0,0b00001001,0b0,Continuous
MOAB,38.24833,-109.38827,2008-01-01,h09v05,420.0,982.0,0.1286,12.0,0b00001100,0b0,Continuous
MOAB,38.24833,-109.38827,2009-01-01,h09v05,420.0,982.0,0.1472,14.0,0b00001110,0b0,Continuous
MOAB,38.24833,-109.38827,2010-01-01,h09v05,420.0,982.0,0.1381,28.0,0b00011100,0b0,Continuous
MOAB,38.24833,-109.38827,2011-01-01,h09v05,420.0,982.0,0.1456,14.0,0b00001110,0b0,Continuous
MOAB,38.24833,-109.38827,2012-01-01,h09v05,420.0,982.0,0.1502,9.0,0b00001001,0b0,Continuous
MOAB,38.24833,-109.38827,2013-01-01,h09v05,420.0,982.0,0.1726,20.0,0b00010100,0b0,Continuous
MOAB,38.24833,-109.38827,2014-01-01,h09v05,420.0,982.0,0.1455,21.0,0b00010101,0b0,Continuous
MOAB,38.24833,-109.38827,2015-01-01,h09v05,420.0,982.0,0.1801,16.0,0b00010000,0b0,Continuous
MOAB,38.24833,-109.38827,2016-01-01,h09v05,420.0,982.0,0.1839,22.0,0b00010110,0b0,Continuous
MOAB,38.24833,-109.38827,2017-01-01,h09v05,420.0,982.0,0.138,13.0,0b00001101,0b0,Continuous
MOAB,38.24833,-109.38827,2018-01-01,h09v05,420.0,982.0,0.1142,16.0,0b00010000,0b0,Continuous
MOAB,38.24833,-109.38827,2019-01-01,h09v05,420.0,982.0,0.1788,20.0,0b00010100,0b0,Continuous
NIWO,40.05425,-105.58237,2005-01-01,h09v04,2386.0,2204.0,0.2307,54.0,0b00110110,0b0,Continuous
NIWO,40.05425,-105.58237,2006-01-01,h09v04,2386.0,2204.0,0.2872,56.0,0b00111000,0b0,Continuous
NIWO,40.05425,-105.58237,2007-01-01,h09v04,2386.0,2204.0,0.2789,50.0,0b00110010,0b0,Continuous
NIWO,40.05425,-105.58237,2008-01-01,h09v04,2386.0,2204.0,0.2306,46.0,0b00101110,0b0,Continuous
NIWO,40.05425,-105.58237,2009-01-01,h09v04,2386.0,2204.0,0.2682,60.0,0b00111100,0b0,Continuous
NIWO,40.05425,-105.58237,2010-01-01,h09v04,2386.0,2204.0,0.26,54.0,0b00110110,0b0,Continuous
NIWO,40.05425,-105.58237,2011-01-01,h09v04,2386.0,2204.0,0.2235,53.0,0b00110101,0b0,Continuous
NIWO,40.05425,-105.58237,2012-01-01,h09v04,2386.0,2204.0,0.2702,42.0,0b00101010,0b0,Continuous
NIWO,40.05425,-105.58237,2013-01-01,h09v04,2386.0,2204.0,0.2469,55.0,0b00110111,0b0,Continuous
NIWO,40.05425,-105.58237,2014-01-01,h09v04,2386.0,2204.0,0.2654,51.0,0b00110011,0b0,Continuous
NIWO,40.05425,-105.58237,2015-01-01,h09v04,2386.0,2204.0,0.2698,51.0,0b00110011,0b0,Continuous
NIWO,40.05425,-105.58237,2016-01-01,h09v04,2386.0,2204.0,0.2662,43.0,0b00101011,0b0,Continuous
NIWO,40.05425,-105.58237,2017-01-01,h09v04,2386.0,2204.0,0.2866,56.0,0b00111000,0b0,Continuous
NIWO,40.05425,-105.58237,2018-01-01,h09v04,2386.0,2204.0,0.2725,50.0,0b00110010,0b0,Continuous
NIWO,40.05425,-105.58237,2019-01-01,h09v04,2386.0,2204.0,0.2413,57.0,0b00111001,0b0,Continuous
NOGP,46.76972,-100.91535,2005-01-01,h11v04,775.0,211.0,0.4116,7.0,0b00000111,0b0,Continuous
NOGP,46.76972,-100.91535,2006-01-01,h11v04,775.0,211.0,0.2697,30.0,0b00011110,0b0,Continuous
NOGP,46.76972,-100.91535,2007-01-01,h11v04,775.0,211.0,0.4145,23.0,0b00010111,0b0,Continuous
NOGP,46.76972,-100.91535,2008-01-01,h11v04,775.0,211.0,0.347,19.0,0b00010011,0b0,Continuous
NOGP,46.76972,-100.91535,2009-01-01,h11v04,775.0,211.0,0.4465,25.0,0b00011001,0b0,Continuous
NOGP,46.76972,-100.91535,2010-01-01,h11v04,775.0,211.0,0.4779,19.0,0b00010011,0b0,Continuous
NOGP,46.76972,-100.91535,2011-01-01,h11v04,775.0,211.0,0.4828,23.0,0b00010111,0b0,Continuous
NOGP,46.76972,-100.91535,2012-01-01,h11v04,775.0,211.0,0.3544,18.0,0b00010010,0b0,Continuous
NOGP,46.76972,-100.91535,2013-01-01,h11v04,775.0,211.0,0.4387,21.0,0b00010101,0b0,Continuous
NOGP,46.76972,-100.91535,2014-01-01,h11v04,775.0,211.0,0.452,25.0,0b00011001,0b0,Continuous
NOGP,46.76972,-100.91535,2015-01-01,h11v04,775.0,211.0,0.4126,17.0,0b00010001,0b0,Continuous
NOGP,46.76972,-100.91535,2016-01-01,h11v04,775.0,211.0,0.4586,25.0,0b00011001,0b0,Continuous
NOGP,46.76972,-100.91535,2017-01-01,h11v04,775.0,211.0,0.3978,26.0,0b00011010,0b0,Continuous
NOGP,46.76972,-100.91535,2018-01-01,h11v04,775.0,211.0,0.343,31.0,0b00011111,0b0,Continuous
NOGP,46.76972,-100.91535,2019-01-01,h11v04,775.0,211.0,0.4076,21.0,0b00010101,0b0,Continuous
OAES,35.41059,-99.05879,2005-01-01,h09v05,1101.0,2223.0,0.3186,11.0,0b00001011,0b0,Continuous
OAES,35.41059,-99.05879,2006-01-01,h09v05,1101.0,2223.0,0.2038,9.0,0b00001001,0b0,Continuous
OAES,35.41059,-99.05879,2007-01-01,h09v05,1101.0,2223.0,0.4351,20.0,0b00010100,0b0,Continuous
OAES,35.41059,-99.05879,2008-01-01,h09v05,1101.0,2223.0,0.2818,13.0,0b00001101,0b0,Continuous
OAES,35.41059,-99.05879,2009-01-01,h09v05,1101.0,2223.0,0.2872,15.0,0b00001111,0b0,Continuous
OAES,35.41059,-99.05879,2010-01-01,h09v05,1101.0,2223.0,0.289,11.0,0b00001011,0b0,Continuous
OAES,35.41059,-99.05879,2011-01-01,h09v05,1101.0,2223.0,0.0895,10.0,0b00001010,0b0,Continuous
OAES,35.41059,-99.05879,2012-01-01,h09v05,1101.0,2223.0,0.2904,14.0,0b00001110,0b0,Continuous
OAES,35.41059,-99.05879,2013-01-01,h09v05,1101.0,2223.0,0.258,13.0,0b00001101,0b0,Continuous
OAES,35.41059,-99.05879,2014-01-01,h09v05,1101.0,2223.0,0.2618,20.0,0b00010100,0b0,Continuous
OAES,35.41059,-99.05879,2015-01-01,h09v05,1101.0,2223.0,0.3706,10.0,0b00001010,0b0,Continuous
OAES,35.41059,-99.05879,2016-01-01,h09v05,1101.0,2223.0,0.3871,20.0,0b00010100,0b0,Continuous
OAES,35.41059,-99.05879,2017-01-01,h09v05,1101.0,2223.0,0.3906,6.0,0b00000110,0b0,Continuous
OAES,35.41059,-99.05879,2018-01-01,h09v05,1101.0,2223.0,0.2512,18.0,0b00010010,0b0,Continuous
OAES,35.41059,-99.05879,2019-01-01,h09v05,1101.0,2223.0,0.3755,11.0,0b00001011,0b0,Continuous
ONAQ,40.17759,-112.45244,2005-01-01,h09v04,2357.0,979.0,0.2332,25.0,0b00011001,0b0,Continuous
ONAQ,40.17759,-112.45244,2006-01-01,h09v04,2357.0,979.0,0.1464,14.0,0b00001110,0b0,Continuous
ONAQ,40.17759,-112.45244,2007-01-01,h09v04,2357.0,979.0,0.1201,25.0,0b00011001,0b0,Continuous
ONAQ,40.17759,-112.45244,2008-01-01,h09v04,2357.0,979.0,0.1051,31.0,0b00011111,0b0,Continuous
ONAQ,40.17759,-112.45244,2009-01-01,h09v04,2357.0,979.0,0.1346,26.0,0b00011010,0b0,Continuous
ONAQ,40.17759,-112.45244,2010-01-01,h09v04,2357.0,979.0,0.1298,32.0,0b00100000,0b0,Continuous
ONAQ,40.17759,-112.45244,2011-01-01,h09v04,2357.0,979.0,0.2165,36.0,0b00100100,0b0,Continuous
ONAQ,40.17759,-112.45244,2012-01-01,h09v04,2357.0,979.0,0.1067,33.0,0b00100001,0b0,Continuous
ONAQ,40.17759,-112.45244,2013-01-01,h09v04,2357.0,979.0,0.1695,21.0,0b00010101,0b0,Continuous
ONAQ,40.17759,-112.45244,2014-01-01,h09v04,2357.0,979.0,0.1897,20.0,0b00010100,0b0,Continuous
ONAQ,40.17759,-112.45244,2015-01-01,h09v04,2357.0,979.0,0.1817,23.0,0b00010111,0b0,Continuous
ONAQ,40.17759,-112.45244,2016-01-01,h09v04,2357.0,979.0,0.1947,20.0,0b00010100,0b0,Continuous
ONAQ,40.17759,-112.45244,2017-01-01,h09v04,2357.0,979.0,0.1813,25.0,0b00011001,0b0,Continuous
ONAQ,40.17759,-112.45244,2018-01-01,h09v04,2357.0,979.0,0.1417,21.0,0b00010101,0b0,Continuous
ONAQ,40.17759,-112.45244,2019-01-01,h09v04,2357.0,979.0,0.2032,21.0,0b00010101,0b0,Continuous
ORNL,35.96412,-84.2826,2005-01-01,h11v05,968.0,427.0,0.6687,14.0,0b00001110,0b0,Continuous
ORNL,35.96412,-84.2826,2006-01-01,h11v05,968.0,427.0,0.6399,18.0,0b00010010,0b0,Continuous
ORNL,35.96412,-84.2826,2007-01-01,h11v05,968.0,427.0,0.2807,5.0,0b00000101,0b0,Continuous
ORNL,35.96412,-84.2826,2008-01-01,h11v05,968.0,427.0,0.6585,20.0,0b00010100,0b0,Continuous
ORNL,35.96412,-84.2826,2009-01-01,h11v05,968.0,427.0,0.8099,20.0,0b00010100,0b0,Continuous
ORNL,35.96412,-84.2826,2010-01-01,h11v05,968.0,427.0,0.5438,19.0,0b00010011,0b0,Continuous
ORNL,35.96412,-84.2826,2011-01-01,h11v05,968.0,427.0,0.6546,16.0,0b00010000,0b0,Continuous
ORNL,35.96412,-84.2826,2012-01-01,h11v05,968.0,427.0,0.6736,5.0,0b00000101,0b0,Continuous
ORNL,35.96412,-84.2826,2013-01-01,h11v05,968.0,427.0,1.0345,23.0,0b00010111,0b0,Continuous
ORNL,35.96412,-84.2826,2014-01-01,h11v05,968.0,427.0,0.832,18.0,0b00010010,0b0,Continuous
ORNL,35.96412,-84.2826,2015-01-01,h11v05,968.0,427.0,0.8279,19.0,0b00010011,0b0,Continuous
ORNL,35.96412,-84.2826,2016-01-01,h11v05,968.0,427.0,0.5899,18.0,0b00010010,0b0,Continuous
ORNL,35.96412,-84.2826,2017-01-01,h11v05,968.0,427.0,0.8151,20.0,0b00010100,0b0,Continuous
ORNL,35.96412,-84.2826,2018-01-01,h11v05,968.0,427.0,0.7846,20.0,0b00010100,0b0,Continuous
ORNL,35.96412,-84.2826,2019-01-01,h11v05,968.0,427.0,0.8774,11.0,0b00001011,0b0,Continuous
OSBS,29.68927,-81.99343,2005-01-01,h10v06,74.0,2104.0,0.8514,9.0,0b00001001,0b0,Continuous
OSBS,29.68927,-81.99343,2006-01-01,h10v06,74.0,2104.0,0.7668,9.0,0b00001001,0b0,Continuous
OSBS,29.68927,-81.99343,2007-01-01,h10v06,74.0,2104.0,0.7672,9.0,0b00001001,0b0,Continuous
OSBS,29.68927,-81.99343,2008-01-01,h10v06,74.0,2104.0,0.8857,14.0,0b00001110,0b0,Continuous
OSBS,29.68927,-81.99343,2009-01-01,h10v06,74.0,2104.0,0.7329,16.0,0b00010000,0b0,Continuous
OSBS,29.68927,-81.99343,2010-01-01,h10v06,74.0,2104.0,0.7487,5.0,0b00000101,0b0,Continuous
OSBS,29.68927,-81.99343,2011-01-01,h10v06,74.0,2104.0,0.7202,3.0,0b00000011,0b0,Continuous
OSBS,29.68927,-81.99343,2012-01-01,h10v06,74.0,2104.0,0.8454,14.0,0b00001110,0b0,Continuous
OSBS,29.68927,-81.99343,2013-01-01,h10v06,74.0,2104.0,0.8609,16.0,0b00010000,0b0,Continuous
OSBS,29.68927,-81.99343,2014-01-01,h10v06,74.0,2104.0,0.7818,9.0,0b00001001,0b0,Continuous
OSBS,29.68927,-81.99343,2015-01-01,h10v06,74.0,2104.0,0.7781,11.0,0b00001011,0b0,Continuous
OSBS,29.68927,-81.99343,2016-01-01,h10v06,74.0,2104.0,0.8197,11.0,0b00001011,0b0,Continuous
OSBS,29.68927,-81.99343,2017-01-01,h10v06,74.0,2104.0,0.8602,9.0,0b00001001,0b0,Continuous
OSBS,29.68927,-81.99343,2018-01-01,h10v06,74.0,2104.0,0.8055,7.0,0b00000111,0b0,Continuous
OSBS,29.68927,-81.99343,2019-01-01,h10v06,74.0,2104.0,0.8253,3.0,0b00000011,0b0,Continuous
PUUM,19.55309,-155.31731,2005-01-01,h03v07,107.0,873.0,2.1127,18.0,0b00010010,0b0,Continuous
PUUM,19.55309,-155.31731,2006-01-01,h03v07,107.0,873.0,2.1407,36.0,0b00100100,0b0,Continuous
PUUM,19.55309,-155.31731,2007-01-01,h03v07,107.0,873.0,2.0014,26.0,0b00011010,0b0,Continuous
PUUM,19.55309,-155.31731,2008-01-01,h03v07,107.0,873.0,2.1566,26.0,0b00011010,0b0,Continuous
PUUM,19.55309,-155.31731,2009-01-01,h03v07,107.0,873.0,1.7967,25.0,0b00011001,0b0,Continuous
PUUM,19.55309,-155.31731,2010-01-01,h03v07,107.0,873.0,0.8525,11.0,0b00001011,0b0,Continuous
PUUM,19.55309,-155.31731,2011-01-01,h03v07,107.0,873.0,0.7506,22.0,0b00010110,0b0,Continuous
PUUM,19.55309,-155.31731,2012-01-01,h03v07,107.0,873.0,0.864,20.0,0b00010100,0b0,Continuous
PUUM,19.55309,-155.31731,2013-01-01,h03v07,107.0,873.0,0.832,22.0,0b00010110,0b0,Continuous
PUUM,19.55309,-155.31731,2014-01-01,h03v07,107.0,873.0,0.7848,16.0,0b00010000,0b0,Continuous
PUUM,19.55309,-155.31731,2015-01-01,h03v07,107.0,873.0,0.785,27.0,0b00011011,0b0,Continuous
PUUM,19.55309,-155.31731,2016-01-01,h03v07,107.0,873.0,0.7918,29.0,0b00011101,0b0,Continuous
PUUM,19.55309,-155.31731,2017-01-01,h03v07,107.0,873.0,0.9152,11.0,0b00001011,0b0,Continuous
PUUM,19.55309,-155.31731,2018-01-01,h03v07,107.0,873.0,0.7353,31.0,0b00011111,0b0,Continuous
PUUM,19.55309,-155.31731,2019-01-01,h03v07,107.0,873.0,0.8181,20.0,0b00010100,0b0,Continuous
RMNP,40.27591,-105.54592,2005-01-01,h09v04,2333.0,2273.0,0.5721,16.0,0b00010000,0b0,Continuous
RMNP,40.27591,-105.54592,2006-01-01,h09v04,2333.0,2273.0,0.5527,20.0,0b00010100,0b0,Continuous
RMNP,40.27591,-105.54592,2007-01-01,h09v04,2333.0,2273.0,0.5914,25.0,0b00011001,0b0,Continuous
RMNP,40.27591,-105.54592,2008-01-01,h09v04,2333.0,2273.0,0.5101,12.0,0b00001100,0b0,Continuous
RMNP,40.27591,-105.54592,2009-01-01,h09v04,2333.0,2273.0,0.537,14.0,0b00001110,0b0,Continuous
RMNP,40.27591,-105.54592,2010-01-01,h09v04,2333.0,2273.0,0.5293,20.0,0b00010100,0b0,Continuous
RMNP,40.27591,-105.54592,2011-01-01,h09v04,2333.0,2273.0,0.4764,32.0,0b00100000,0b0,Continuous
RMNP,40.27591,-105.54592,2012-01-01,h09v04,2333.0,2273.0,0.5476,13.0,0b00001101,0b0,Continuous
RMNP,40.27591,-105.54592,2013-01-01,h09v04,2333.0,2273.0,0.4724,23.0,0b00010111,0b0,Continuous
RMNP,40.27591,-105.54592,2014-01-01,h09v04,2333.0,2273.0,0.5614,16.0,0b00010000,0b0,Continuous
RMNP,40.27591,-105.54592,2015-01-01,h09v04,2333.0,2273.0,0.6118,27.0,0b00011011,0b0,Continuous
RMNP,40.27591,-105.54592,2016-01-01,h09v04,2333.0,2273.0,0.5787,23.0,0b00010111,0b0,Continuous
RMNP,40.27591,-105.54592,2017-01-01,h09v04,2333.0,2273.0,0.6077,23.0,0b00010111,0b0,Continuous
RMNP,40.27591,-105.54592,2018-01-01,h09v04,2333.0,2273.0,0.5512,14.0,0b00001110,0b0,Continuous
RMNP,40.27591,-105.54592,2019-01-01,h09v04,2333.0,2273.0,0.5623,30.0,0b00011110,0b0,Continuous
SCBI,38.89292,-78.1395,2005-01-01,h11v05,265.0,2203.0,0.6509,30.0,0b00011110,0b0,Continuous
SCBI,38.89292,-78.1395,2006-01-01,h11v05,265.0,2203.0,0.7522,29.0,0b00011101,0b0,Continuous
SCBI,38.89292,-78.1395,2007-01-01,h11v05,265.0,2203.0,0.566,34.0,0b00100010,0b0,Continuous
SCBI,38.89292,-78.1395,2008-01-01,h11v05,265.0,2203.0,0.738,26.0,0b00011010,0b0,Continuous
SCBI,38.89292,-78.1395,2009-01-01,h11v05,265.0,2203.0,0.7811,35.0,0b00100011,0b0,Continuous
SCBI,38.89292,-78.1395,2010-01-01,h11v05,265.0,2203.0,0.5746,35.0,0b00100011,0b0,Continuous
SCBI,38.89292,-78.1395,2011-01-01,h11v05,265.0,2203.0,0.5481,36.0,0b00100100,0b0,Continuous
SCBI,38.89292,-78.1395,2012-01-01,h11v05,265.0,2203.0,0.6183,21.0,0b00010101,0b0,Continuous
SCBI,38.89292,-78.1395,2013-01-01,h11v05,265.0,2203.0,0.747,32.0,0b00100000,0b0,Continuous
SCBI,38.89292,-78.1395,2014-01-01,h11v05,265.0,2203.0,0.7879,39.0,0b00100111,0b0,Continuous
SCBI,38.89292,-78.1395,2015-01-01,h11v05,265.0,2203.0,0.7287,35.0,0b00100011,0b0,Continuous
SCBI,38.89292,-78.1395,2016-01-01,h11v05,265.0,2203.0,0.6822,34.0,0b00100010,0b0,Continuous
SCBI,38.89292,-78.1395,2017-01-01,h11v05,265.0,2203.0,0.776,38.0,0b00100110,0b0,Continuous
SCBI,38.89292,-78.1395,2018-01-01,h11v05,265.0,2203.0,0.824,14.0,0b00001110,0b0,Continuous
SCBI,38.89292,-78.1395,2019-01-01,h11v05,265.0,2203.0,0.7333,25.0,0b00011001,0b0,Continuous
SERC,38.89008,-76.56001,2005-01-01,h12v05,266.0,98.0,0.8078,28.0,0b00011100,0b0,Continuous
SERC,38.89008,-76.56001,2006-01-01,h12v05,266.0,98.0,0.9496,19.0,0b00010011,0b0,Continuous
SERC,38.89008,-76.56001,2007-01-01,h12v05,266.0,98.0,0.7319,7.0,0b00000111,0b0,Continuous
SERC,38.89008,-76.56001,2008-01-01,h12v05,266.0,98.0,0.8424,14.0,0b00001110,0b0,Continuous
SERC,38.89008,-76.56001,2009-01-01,h12v05,266.0,98.0,0.9224,24.0,0b00011000,0b0,Continuous
SERC,38.89008,-76.56001,2010-01-01,h12v05,266.0,98.0,0.7324,12.0,0b00001100,0b0,Continuous
SERC,38.89008,-76.56001,2011-01-01,h12v05,266.0,98.0,0.7263,20.0,0b00010100,0b0,Continuous
SERC,38.89008,-76.56001,2012-01-01,h12v05,266.0,98.0,0.762,11.0,0b00001011,0b0,Continuous
SERC,38.89008,-76.56001,2013-01-01,h12v05,266.0,98.0,0.9324,20.0,0b00010100,0b0,Continuous
SERC,38.89008,-76.56001,2014-01-01,h12v05,266.0,98.0,0.9034,25.0,0b00011001,0b0,Continuous
SERC,38.89008,-76.56001,2015-01-01,h12v05,266.0,98.0,0.7634,17.0,0b00010001,0b0,Continuous
SERC,38.89008,-76.56001,2016-01-01,h12v05,266.0,98.0,0.8959,21.0,0b00010101,0b0,Continuous
SERC,38.89008,-76.56001,2017-01-01,h12v05,266.0,98.0,0.9825,25.0,0b00011001,0b0,Continuous
SERC,38.89008,-76.56001,2018-01-01,h12v05,266.0,98.0,0.9361,18.0,0b00010010,0b0,Continuous
SERC,38.89008,-76.56001,2019-01-01,h12v05,266.0,98.0,0.862,5.0,0b00000101,0b0,Continuous
SJER,37.10878,-119.73228,2005-01-01,h08v05,693.0,1083.0,0.6663,13.0,0b00001101,0b0,Continuous
SJER,37.10878,-119.73228,2006-01-01,h08v05,693.0,1083.0,0.5395,18.0,0b00010010,0b0,Continuous
SJER,37.10878,-119.73228,2007-01-01,h08v05,693.0,1083.0,0.5208,11.0,0b00001011,0b0,Continuous
SJER,37.10878,-119.73228,2008-01-01,h08v05,693.0,1083.0,0.5156,11.0,0b00001011,0b0,Continuous
SJER,37.10878,-119.73228,2009-01-01,h08v05,693.0,1083.0,0.5878,3.0,0b00000011,0b0,Continuous
SJER,37.10878,-119.73228,2010-01-01,h08v05,693.0,1083.0,0.6489,11.0,0b00001011,0b0,Continuous
SJER,37.10878,-119.73228,2011-01-01,h08v05,693.0,1083.0,0.6654,11.0,0b00001011,0b0,Continuous
SJER,37.10878,-119.73228,2012-01-01,h08v05,693.0,1083.0,0.4878,20.0,0b00010100,0b0,Continuous
SJER,37.10878,-119.73228,2013-01-01,h08v05,693.0,1083.0,0.4879,26.0,0b00011010,0b0,Continuous
SJER,37.10878,-119.73228,2014-01-01,h08v05,693.0,1083.0,0.4544,18.0,0b00010010,0b0,Continuous
SJER,37.10878,-119.73228,2015-01-01,h08v05,693.0,1083.0,0.5435,11.0,0b00001011,0b0,Continuous
SJER,37.10878,-119.73228,2016-01-01,h08v05,693.0,1083.0,0.5563,14.0,0b00001110,0b0,Continuous
SJER,37.10878,-119.73228,2017-01-01,h08v05,693.0,1083.0,0.5222,19.0,0b00010011,0b0,Continuous
SJER,37.10878,-119.73228,2018-01-01,h08v05,693.0,1083.0,0.4428,16.0,0b00010000,0b0,Continuous
SJER,37.10878,-119.73228,2019-01-01,h08v05,693.0,1083.0,0.5406,18.0,0b00010010,0b0,Continuous
SOAP,37.03337,-119.26219,2005-01-01,h08v05,711.0,1150.0,0.5709,11.0,0b00001011,0b0,Continuous
SOAP,37.03337,-119.26219,2006-01-01,h08v05,711.0,1150.0,0.4076,7.0,0b00000111,0b0,Continuous
SOAP,37.03337,-119.26219,2007-01-01,h08v05,711.0,1150.0,0.4142,5.0,0b00000101,0b0,Continuous
SOAP,37.03337,-119.26219,2008-01-01,h08v05,711.0,1150.0,0.3153,4.0,0b00000100,0b0,Continuous
SOAP,37.03337,-119.26219,2009-01-01,h08v05,711.0,1150.0,0.4662,9.0,0b00001001,0b0,Continuous
SOAP,37.03337,-119.26219,2010-01-01,h08v05,711.0,1150.0,0.4929,10.0,0b00001010,0b0,Continuous
SOAP,37.03337,-119.26219,2011-01-01,h08v05,711.0,1150.0,0.4953,7.0,0b00000111,0b0,Continuous
SOAP,37.03337,-119.26219,2012-01-01,h08v05,711.0,1150.0,0.3812,16.0,0b00010000,0b0,Continuous
SOAP,37.03337,-119.26219,2013-01-01,h08v05,711.0,1150.0,0.4586,0.0,0b00000000,0b0,Continuous
SOAP,37.03337,-119.26219,2014-01-01,h08v05,711.0,1150.0,0.4011,7.0,0b00000111,0b0,Continuous
SOAP,37.03337,-119.26219,2015-01-01,h08v05,711.0,1150.0,0.4527,11.0,0b00001011,0b0,Continuous
SOAP,37.03337,-119.26219,2016-01-01,h08v05,711.0,1150.0,0.4153,17.0,0b00010001,0b0,Continuous
SOAP,37.03337,-119.26219,2017-01-01,h08v05,711.0,1150.0,0.3763,13.0,0b00001101,0b0,Continuous
SOAP,37.03337,-119.26219,2018-01-01,h08v05,711.0,1150.0,0.3912,11.0,0b00001011,0b0,Continuous
SOAP,37.03337,-119.26219,2019-01-01,h08v05,711.0,1150.0,0.4285,16.0,0b00010000,0b0,Continuous
SRER,31.91068,-110.83549,2005-01-01,h08v05,1941.0,1419.0,0.1382,16.0,0b00010000,0b0,Continuous
SRER,31.91068,-110.83549,2006-01-01,h08v05,1941.0,1419.0,0.1348,11.0,0b00001011,0b0,Continuous
SRER,31.91068,-110.83549,2007-01-01,h08v05,1941.0,1419.0,0.1077,3.0,0b00000011,0b0,Continuous
SRER,31.91068,-110.83549,2008-01-01,h08v05,1941.0,1419.0,0.1547,14.0,0b00001110,0b0,Continuous
SRER,31.91068,-110.83549,2009-01-01,h08v05,1941.0,1419.0,0.115,7.0,0b00000111,0b0,Continuous
SRER,31.91068,-110.83549,2010-01-01,h08v05,1941.0,1419.0,0.1623,8.0,0b00001000,0b0,Continuous
SRER,31.91068,-110.83549,2011-01-01,h08v05,1941.0,1419.0,0.1269,22.0,0b00010110,0b0,Continuous
SRER,31.91068,-110.83549,2012-01-01,h08v05,1941.0,1419.0,0.1352,16.0,0b00010000,0b0,Continuous
SRER,31.91068,-110.83549,2013-01-01,h08v05,1941.0,1419.0,0.1347,11.0,0b00001011,0b0,Continuous
SRER,31.91068,-110.83549,2014-01-01,h08v05,1941.0,1419.0,0.1749,17.0,0b00010001,0b0,Continuous
SRER,31.91068,-110.83549,2015-01-01,h08v05,1941.0,1419.0,0.2024,7.0,0b00000111,0b0,Continuous
