ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A3GF_006_Line_Y_500m,MOD16A3GF_006_Sample_X_500m,MOD16A3GF_006_ET_500m,MOD16A3GF_006_PET_500m,MOD16A3GF_006_ET_QC_500m,MOD16A3GF_006_ET_QC_500m_bitmask,MOD16A3GF_006_ET_QC_500m_ContinuousLayer,MOD16A3GF_006_ET_QC_500m_ContinuousLayer_Description
WOOD,47.12823,-99.24136,2017-01-01,h11v04,689.0,595.0,417.7,1263.4,23.0,0b00010111,0b0,Continuous
WOOD,47.12823,-99.24136,2018-01-01,h11v04,689.0,595.0,427.1,1153.1,26.0,0b00011010,0b0,Continuous
WOOD,47.12823,-99.24136,2019-01-01,h11v04,689.0,595.0,494.2,1025.6,27.0,0b00011011,0b0,Continuous
WREF,45.82049,-121.95191,2005-01-01,h09v04,1003.0,1202.0,585.8,1051.9,38.0,0b00100110,0b0,Continuous
WREF,45.82049,-121.95191,2006-01-01,h09v04,1003.0,1202.0,608.4,1093.9,46.0,0b00101110,0b0,Continuous
WREF,45.82049,-121.95191,2007-01-01,h09v04,1003.0,1202.0,556.2,1057.9,26.0,0b00011010,0b0,Continuous
WREF,45.82049,-121.95191,2008-01-01,h09v04,1003.0,1202.0,552.9,984.5,33.0,0b00100001,0b0,Continuous
WREF,45.82049,-121.95191,2009-01-01,h09v04,1003.0,1202.0,575.8,1075.0,32.0,0b00100000,0b0,Continuous
WREF,45.82049,-121.95191,2010-01-01,h09v04,1003.0,1202.0,564.7,981.3,46.0,0b00101110,0b0,Continuous
WREF,45.82049,-121.95191,2011-01-01,h09v04,1003.0,1202.0,545.7,954.0,47.0,0b00101111,0b0,Continuous
WREF,45.82049,-121.95191,2012-01-01,h09v04,1003.0,1202.0,553.5,991.4,34.0,0b00100010,0b0,Continuous
WREF,45.82049,-121.95191,2013-01-01,h09v04,1003.0,1202.0,649.6,1088.4,32.0,0b00100000,0b0,Continuous
WREF,45.82049,-121.95191,2014-01-01,h09v04,1003.0,1202.0,671.9,1118.5,41.0,0b00101001,0b0,Continuous
WREF,45.82049,-121.95191,2015-01-01,h09v04,1003.0,1202.0,611.7,1174.3,32.0,0b00100000,0b0,Continuous
WREF,45.82049,-121.95191,2016-01-01,h09v04,1003.0,1202.0,634.2,1094.2001,49.0,0b00110001,0b0,Continuous
WREF,45.82049,-121.95191,2017-01-01,h09v04,1003.0,1202.0,626.3,1058.3,42.0,0b00101010,0b0,Continuous
WREF,45.82049,-121.95191,2018-01-01,h09v04,1003.0,1202.0,606.4,1114.4,36.0,0b00100100,0b0,Continuous
WREF,45.82049,-121.95191,2019-01-01,h09v04,1003.0,1202.0,621.6,1048.5,26.0,0b00011010,0b0,Continuous
YELL,44.95348,-110.53914,2005-01-01,h10v04,1211.0,425.0,409.0,1118.1,23.0,0b00010111,0b0,Continuous
YELL,44.95348,-110.53914,2006-01-01,h10v04,1211.0,425.0,369.8,1229.6,30.0,0b00011110,0b0,Continuous
YELL,44.95348,-110.53914,2007-01-01,h10v04,1211.0,425.0,325.0,1296.0,25.0,0b00011001,0b0,Continuous
YELL,44.95348,-110.53914,2008-01-01,h10v04,1211.0,425.0,377.7,1130.3,26.0,0b00011010,0b0,Continuous
YELL,44.95348,-110.53914,2009-01-01,h10v04,1211.0,425.0,388.7,1105.5,33.0,0b00100001,0b0,Continuous
YELL,44.95348,-110.53914,2010-01-01,h10v04,1211.0,425.0,386.7,1136.7001,14.0,0b00001110,0b0,Continuous
YELL,44.95348,-110.53914,2011-01-01,h10v04,1211.0,425.0,387.4,1039.0,38.0,0b00100110,0b0,Continuous
YELL,44.95348,-110.53914,2012-01-01,h10v04,1211.0,425.0,351.8,1259.1,25.0,0b00011001,0b0,Continuous
YELL,44.95348,-110.53914,2013-01-01,h10v04,1211.0,425.0,362.1,1126.8,30.0,0b00011110,0b0,Continuous
YELL,44.95348,-110.53914,2014-01-01,h10v04,1211.0,425.0,403.0,1073.1,25.0,0b00011001,0b0,Continuous
YELL,44.95348,-110.53914,2015-01-01,h10v04,1211.0,425.0,434.2,1179.3,28.0,0b00011100,0b0,Continuous
YELL,44.95348,-110.53914,2016-01-01,h10v04,1211.0,425.0,375.8,1213.3,25.0,0b00011001,0b0,Continuous
YELL,44.95348,-110.53914,2017-01-01,h10v04,1211.0,425.0,421.7,1146.2001,27.0,0b00011011,0b0,Continuous
YELL,44.95348,-110.53914,2018-01-01,h10v04,1211.0,425.0,426.3,1114.0,23.0,0b00010111,0b0,Continuous
YELL,44.95348,-110.53914,2019-01-01,h10v04,1211.0,425.0,438.3,945.6,33.0,0b00100001,0b0,Continuous
